"id","name","articulation_id","axis_id","objective_id","will_be_delivered","total_cost","schedule_2013_2014","schedule_2015_2016","observation","technically","status","qualitative_progress_1","qualitative_progress_2","qualitative_progress_3","qualitative_progress_4","qualitative_progress_5","qualitative_progress_6"
81,"Implantar o Programa VAI TEC para o incentivo de desenvolvedores de tecnologias inovadoras, abertas e colaborativas",2,2,13,"Apoio a projetos de tecnologia inovadora e cultura digital implementados por meio de bolsas e/ou prêmios",9000000,"Programa VAI TEC","Programa VAI TEC","O Programa VAI TEC tem por objetivos: estimular a criação, o acesso, a formação e a participação do pequeno empreendedor e criador no desenvolvimento tecnológico da Cidade; promover a pesquisa, a difusão de tecnologias e a inovação; promover a estruturação e desenvolvimento de cadeiras produtivas formadas por micro, pequenas e médias empresas. A implementação do projeto se dará através do chamamento de edital, pelo menos uma vez por ano. O valor destinado a cada proposta será de até R$ 25.000,00.","VAI TEC: Programa de bolsas e premiação de projetos com foco na apropriação crítica de tecnologias de informação e cultura digital.",,,,,,,
82,"Apoiar a implantação da UNIFESP e do IFSP nas Zonas Leste e Norte, respectivamente",2,2,13,"Apoio à implantação da UNIFESP e do IFSP",,,,"Meta abrange a doação de terrenos para a instalação das referidas instituições.",,,,,,,,
83,"Criar um sistema de contrapartida para fins de implantação de áreas verdes e financiamento de terrenos para parques",2,2,14,"Elaboração de Estudos e diagnósticos,  Discussão dos modelos propostos com a sociedade, por meio de um seminário, Criação de novos marcos legais (portarias, decretos, projetos de lei)",,,"Conclusão da etapa de estudos e diagnósticos, Realização de um seminário, Criação de novos marcos legais","O Sistema de Áreas Verdes do Município (SISMAVE) é constituído pelo conjunto de espaços significativos ajardinados e arborizados, de propriedade pública ou privada, necessários à manutenção da qualidade ambiental urbana tendo por objetivo a preservação, proteção, recuperação e ampliação desses espaços. Nesse sentido, o desenvolvimento de um sistema de contrapartidas que apoie a consolidação deste sistema, com a ampliação da oferta de áreas verdes públicas à população, proporcionará a melhoria do bem estar social e ambiental na cidade.","Sistema de contrapartida: Marco legal que estabelece critérios para que grandes empreendedores privados contribuam para a ampliação de áreas verdes no município de São Paulo.",,,,,,,
84,"Concluir as fases II e III do Programa de Mananciais beneficiando 70 mil famílias",4,2,14,"Assentamentos saneados dotados de infraestrutura, tendo sido eliminadas todas as áreas de risco.",3533268058,"22.000 famílias beneficiadas","48.000 famílias beneficiadas","Engloba a implantação de infraestrutura urbana nos assentamentos precários, possibilitando o acesso dos moradores aos serviços urbanos, a consolidação geotécnica e/ ou remoções em áreas de risco. A regionalização aqui descrita é parcial. Outras 20.000 famílias serão beneficiadas em locais ainda a definir.","Programa de Mananciais: Qualificação urbanística e o reconhecimento formal dos assentamentos precários e/ou informais, garantindo a melhoria da qualidade de vida da população moradora em áreas de mananciais.",,,,,,,
85,"Criar e efetivar um programa de incentivos fiscais para prédios verdes",7,2,14,"Um Projeto de Lei que permita o uso dos mecanismos de isenção fiscal para o fortalecimento do uso de tecnologias verdes em edifícios.",,"Programa de incentivos fiscais criado",,"Esta meta não possui custo de implantação.","Incentivos Fiscais: Redução da carga tributária concedida a certas empresas e munícipes que atendem a critérios previstos em lei, com o objetivo de incentivar o uso de tecnologias verdes.",,,,,,,
86,"Readequar e requalificar com ações prioritárias 34 Parques e Unidades de Conservação Municipais",4,2,14,"Obras de readequação e requalificação em 34 Parques Municipais",177262000,"11 parques readequados","23 parques readequados","Adequar e requalificar parques e unidade de conservação nos aspectos de acessibilidade, bebedouros, equipamentos, edificações e obras. Muitos parques se encontram depredados, sem equipamentos adequados para a população e sem acessibilidade, conforme exigências do Ministério Público. Há necessidade de contenção de margens de córregos e de encostas que estão pondo em risco edificações e usuários.

Parques a serem readequados:
Pq. Rodrigo de Gásperi
Pq. São Domungos
Pq. Guarapiranga
Pq. Anhanguera
Pq. Natural Varginha
Pq. Natural Itaim
Pq. Linear Rio Verde
Pq. Aterro Sapopemba
Pq. Linear Itaim
Pq. Piqueri
Pq. Pinheirinho D'Água
Pq. Linear Córrego do Fogo
Pq. Jardim Felicidade
Pq. Cidade de Toronto
Pq. do Trote
Pq. Independência
Pq. Ibirapuera
Pq. do Bispo - Borda da Cantareira
Pq. Paraisópolis
Pq. Horto do Ipê
Pq. Morumbi Sul
Pq. CEU 3 Lagos
Pq. do Carmo - Olavo Egydio Setúbal
Pq. Raul Seixas
Pq. Chácaras das Flores
Pq. da Luz
Pq. COHAB Raposo Tavares I - Juliana de C. Torres
Pq. Linear Água Vermelha
Pq. Leopoldina - Orlando Villas-Boas
Pq. Jacques Cousteau
Pq. Linear Itararé - Sérgio Vieira de Mello
Pq. Tenente Siqueira Campos - Trianon
Pq. Chico Mendes
Pq. Linear Sapé","Readequar e requalificar: Adequar e requalificar parques implantados em aspectos prioritários, como obras de drenagem, contenção de
córrego, encostas e taludes em erosão, acessibilidade e edificações de apoio (sanitários e guaritas). Instalação de bebedouros em parques já
implantados para atendimento da solicitação do Ministério Público. Instalação e readequação de playgrounds e equipamentos de idosos para o uso da população.",,,,,,,
87,"Implantar 32 polos de Educação ambiental, capacitando e sensibilizando 120.000 cidadãos",4,2,14,"Infraestrutura básica (projetor, cadeiras, mesas, material didático) para a implantação em 32 polos de difusão da educação ambiental em cada subprefeitura, aproveitando a potencialidade de parques e outros equipamentos, dando novos usos a espaços públicos existentes, Cursos, oficinas e atividades de sensibilização e educação ambiental e de cultura de paz",5800651,"32 polos, 60 mil munícipes atendidos","60 mil munícipes atendidos","O fomento e a difusão das práticas de educação ambiental visa contribuir, para que integrantes de diferentes segmentos da população, de forma criativa, critica e autônoma, construam conhecimentos sobre a situação e perspectivas socioambientais e para que se capacitem a incorporar hábitos e estilos de vida amigáveis por meio da convivência pacífica e compatíveis com a sustentabilidade da vida na cidade de São Paulo e no planeta. Para dar andamento a essas práticas, criam-se os pólos de difusão em educação ambiental e cultura de paz nos territórios de cada Subprefeitura, para descentralizar as ações de capacitação (cursos e outras atividades de longa duração) e sensibilização (atividades diversas de curta duração) na educação ambiental não formal.","Pólos de difusão de educação ambiental e cultura de paz: espaços abertos localizados em equipamentos públicos como parques e CEUs que receberão atividades promovidas pela SVMA e outros órgãos interessados, além de servir como espaço de articulação para o desenvolvimento local.",,,,,,,
88,"Plantar 900 mil mudas de árvores em passeios públicos, canteiros centrais e no Sistema de Áreas Verdes",3,2,14,"900 mil mudas de árvores plantadas com recursos dos Termos de Compensação Ambiental.",20549400,"328.553 árvores plantadas","571.467 árvores plantadas","O plantio de mudas será realizado prioritariamente com recursos dos Termos de Compensação Ambiental. O plantio de mudas de árvores deverá alcançar todo o território de São Paulo, partindo das demandas da população local e do diagnóstico técnico de áreas que precisam mais de intervenções urbanísticas e revitalização ambiental. As ações de plantio buscarão melhorar a qualidade ambiental do local com escolha de espécies adequadas para as calçadas e que tragam uma paisagem mais confortável para os moradores. A articulação local com as Subprefeituras se dará para a implantação de calçadas acessíveis e para o planejamento das intervenções. A meta será cumprida com o atendimento das solicitações de manutenção e plantio recebidas por SACs, demandas da sociedade civil organizada, instituições públicas municipais e demais atores sociais. Para a realização também deverá ser atendida à legislação vigente, em especial quanto à acessibilidade, uso do solo e arborização, como o Manual de Arborização Urbana do Município de São Paulo.
* - Os custos ora estimados refletem o valor estimado para o plantio de 50.112 árvores. As árvores restantes para atingir a meta serão plantadas por
meio de Termos de Ajustamento de Conduta.",,,,,,,,
89,"Ampliar a coleta seletiva municipal para os 21 distritos que ainda não são atendidos",4,2,15,"21 distritos atendidos por alguma modalidade do serviço de coleta seletiva",,"8 distritos atendidos","13 distritos atendidos","Complementar a abrangência da coleta seletiva nos distritos que já contam com circuitos e efetivar a coleta seletiva para os que ainda não são atendidos por nenhuma modalidade com implantação de pontos de entrega voluntária. A ampliação da coleta seletiva não possui custo de implantação e manutenção.
* Meta viabilizada por meio do contrato de concessão dos serviços de coleta de resíduos sólidos.","Modalidades de coleta seletiva: coleta pode ser feita pelos caminhões disponibilizados pelas concessionárias, pelos caminhões alugados pela Prefeitura e cedido às cooperativas ou misto (distrito atendido por 2 modalidades).
Circuito: trajeto pelo qual é feita a coleta seletiva.
Ponto de Entrega Voluntária: local onde o munícipe pode fazer o descarte dos resíduos recicláveis.",,,,,,,
90,"Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento e construir 4 novas centrais de triagem automatizadas",1,2,15,"4 Centrais de Triagem Automatizadas",123300000,,"04 centrais de triagem","As centrais de triagem automatizadas contam com dispositivos para triagem automatizada, com maior capacidade de processamento de material. Trata-se de conjunto de processos de separação automática por meio de equipamentos providos de sensores ópticos, separador magnético, separador balístico e sistemas de aspiração, entre outros, que promovem a classificação e seleção automática dos materiais, de acordo com suas características físicas. A triagem automática permite separar as frações de Politereftalato de Etileno (PET); Plástico filme; Polietileno de Alta Densidade (PEAD); Plásticos mistos; Metais ferrosos e não-ferrosos; Embalagens acartonadas para produtos líquidos e semilíquidos (tetrapak).","Central de Triagem: é o equipamento que promove a triagem do material coletado pelos caminhões a serviço da PMSP, no âmbito do Programa de Coleta Seletiva.",,,,,,,
91,"Implantar 84 novos Ecopontos",1,2,15,"84 Ecopontos implantados",57443426,"39 ecopontos","45 ecopontos","A concepção do ecoponto é oferecer ao munícipe uma opção para a entrega voluntária de resíduos, sobretudo os provenientes de pequenas reformas e materiais inservíveis, como sofás, colchões, eletrodomésticos. O equipamento é entregue devidamente cercado e com portão de acesso e totem de identificação, equipado com baias para o recebimento de resíduos volumosos, caçambas para resíduos da construção civil e containers para o acondicionamento de material reciclável, em uma área impermeabilizada, com iluminação e vigilância (horário de operação: 2a.feira a sábado das 6h às 22h e aos domingos e feriados das 6h às 18h). As áreas onde serão implantadas os novos ecopontos priorizam os distritos que ainda não dispõem desse equipamento.","Ecoponto: Equipamento com aproximadamente 800 m², com acesso para veículos e caminhões, localizado próximo a áreas com histórico de descarte irregular de resíduos para a recepção voluntária de pequenos volumes de resíduos da construção civil e demolição (até 1m³), resíduos volumosos (móveis inservíveis, colchões, restos de poda) e materiais recicláveis, cuja operação é realizada pelas empresas contratadas para a realização dos serviços de limpeza indivisíveis (varrição, lavagem de vias, remoção de objetos volumosos e outros).",,,,,,,
92,"Promover a compostagem dos resíduos sólidos orgânicos provenientes das 900 Feiras Livres Municipais e dos serviços de poda da cidade",4,2,15,"04 Centros de Compostagem modulares, 900 Feiras convertidas em feiras sustentáveis (com resíduos destinados à compostagem)",,"01 Centro de compostagem modular implantado, 300 feiras convertidas em feiras sustentáveis","03 Centros de compostagem modulares implantados, 600 feiras convertidas em feiras sustentáveis","O volume de resíduos sólidos orgânicos gerados pelas feiras livres da cidade atinge cerca de 62 mil toneladas/ano (Fonte: Sistema de Controle de Resíduos Sólidos Urbanos - SISCOR, 2012). A coleta seletiva dos resíduos orgânicos das feiras livres em junção com os resíduos de poda permitem a promoção de um composto de alta qualidade para uso na agricultura urbana e periurbana de São Paulo, em perfeito atendimento ao Art.º 36, V, da Lei 12.305/10.
* Meta viabilizada por meio de mudanças nas diretrizes de execução do contrato de concessão dos serviços de varrição e coleta de resíduos sólidos.","Resíduos sólidos orgânicos: compondo mais de 50% do lixo produzido no município, estão nessa categoria restos de frutas, verduras e legumes, folhas, sementes etc., os quais se tornam grande problema quando depositados nos aterros sanitários (gases de efeito estufa, vetores, mau cheiro e chorume tóxico). Compostagem: processo de biodecomposição controlada de resíduos orgânicos, com o objetivo de obter um composto (húmus) rico em nutrientes para uso agrícola.",,,,,,,
93,"Projetar, licitar, licenciar, garantir a fonte de financiamento e construir 150 km de novos corredores de ônibus",2,2,16,"Corredores de ônibus implantados com pavimento rígido, ultrapassagem nas paradas com pré-embarque, tecnologia para informação ao usuário,  Implantação de terminais para a troncalização com os bairros.",5627479056,,"150 km de Corredor de Ônibus implantados, 04 Terminais de Ônibus implantados","A meta inclui a implantação de vias segredadas em pavimento rigído com largura de 3,5m e 7m nas paradas para ultrapassagem, pré-embarque em todas as paradas ao longo do corredor e nos terminais e tecnologia para informação ao usuário. Prevê também a redução do número de linhas para um máximo de 3 a 5 linhas por corredor; enterrar a fiação; realizar ciclovias ao longo dos corredores.
Corredores planejados**:
Corredor Aricanduva - Extensão: 14 km
Corredor Leste Radial - Extensão: 25,5 km
Corredor Leste Itaquera - Extensão: 14,1 km
Corredor Berrini - Extensão: 3,3 km
Corredor Vila Natal - Extensão: 6,3 km
Corredor Sabará - Extensão: 7,6 km
Corredor Miguel Yunes - Extensão: 4,23 km
Corredor Capão Redondo / Campo Limpo / Vila Sônia - Extensão: 12 km
Corredor Perimetral Itaim Paulista / São Mateus (Ragheb Chohfi) - Extensão: 24,1 km
Corredor Belmira Marin - Trecho 2 - Extensão: 3,8 km
Corredor Canal Cocaia - Extensão: 10 km
Corredor Inajar de Souza - Requalificação - Extensão: 14,6 km
Corredor M`Boi Mirim / Santo Amaro - Requalificação - Extensão: 16 km

Terminais de Ônibus a serem implantados:
Terminal Itaquera
Terminal Novo Jd. Ângela
Terminal Perus
Terminal Novo Parelhereiros

Corredores do Plano Viário Sul (custos previstos na ficha da meta correspondente):
Corredor M`Boi Mirim / Cachoeirinha - Extensão 5,5 km
Corredor Guarapiranga / Guavirutuba - Extensão: 5,7 km
Corredor Agamenon - Baronesa - Extensão: 7,5 km
Corredor Av. Carlos Caldera Filho - Extensão: 3,3 km
Corredor Belmira Marin - Trecho 1 - Extensão: 3,1 km

*O custo total de implantação de corredores descrito no campo ""Custo Total da Meta"" corresponde a 125 km de corredores e 4 terminais. Os 25 km de corredores faltantes serão implantados no Plano Viário Sul (meta 99), e seus custos estão descritos na ficha daquela meta.
** Para garantir a execução de 150 km de corredores no prazo do Programa de Metas, é necessário a elaboração e execução de projetos para além da meta estabelecida, de forma a se antecipar a eventuais imprevistos. Por esse motivo, a quilometragem total dos projetos aqui descritos é superior ao quantitativo da meta.
","Corredor de Ônibus: Via exclusiva, à esquerda, para a circulação de ônibus.",,,,,,,
94,"Implantar as novas modalidades temporais de Bilhete Único (Diária, Semanal e Mensal)",6,2,16,"Um instrumento de política tarifária que permitirá aos usuários o deslocamento, sem restrição, por toda a cidade pelo período adquirido (diário, semanal ou mensal). Esse instrumento é composto por novos cartões, novos aplicativos e atualização tecnológica do Sistema Bilhete Único.",17500000,"Bilhete Único Mensal implantado","Bilhete Único Semanal implantado, Bilhete Único Diário implantado","A implantação das novas modalidades consiste na emissão de cartões (bilhetes) com validade no período e à atualização tecnológica de todo o sistema de bilhetagem.
* Custo referente à infraestrutura tecnológica e física necessária para a implantação da meta, entregue em 2013","Bilhete Único Mensal: bilhete de validade mensal, com o qual o valor pago dá direito ao deslocamento por toda a cidade, sem limitação de viagens no período.
Bilhete Único Semanal: como o mensal, porém para o período de uma semana.
Bilhete Único Diário: analogamente, com validade para um dia.",,,,,,,
95,"Implantar horário de funcionamento 24h no transporte público municipal",2,2,16,"Linhas de ônibus operando 24h/dia com linhas noturnas ou diuturnas","A definir (de acordo com o modelo adotado)","Projeto piloto","Rede de Linhas da Madrugada implantada","O planejamento inicial prevê que os ônibus noturnos percorram o mesmo trajeto das linhas do Metrô, seguindo modelos de referência internacional e facilitando a orientação do usuário. A definição precisa dos trajetos, dos intervalos entre os ônibus e das ligações entre a rede noturna planejada e já existente ainda está em planejamento pela SPTrans","Linha noturna: linha de ônibus com programação de partidas no período noturno.
Linha diuturna: linha de ônibus com operação initerrupta (24h).",,,,,,,
96,"Implantar 150 km de faixas exclusivas de ônibus",2,2,16,"150 Km de faixas exclusivas de ônibus, sinalizadas e com tratamento prioritário para o transporte coletivo",45000000,"150 km de Faixas Exclusivas de Ônibus",,"As diretrizes do Plano Diretor Estratégico estabelecem a prioridade do transporte público. A meta prevê a instalação de mais 150 km de faixas à direita em eixos de transporte cuja frequência dos ônibus estejam acima de 40 ônibus por sentido no horário pico. Os atuais recursos de vigilância, como radares, câmeras de vigilância, sensores de massa veicular e outros, tornam possível assegurar um nível de respeito às faixas exclusivas à direita. Os conflitos com veículos nas conversões à direita, o acesso e saídas das garagens e as operações de cargas e descargas deverão ser mantidos sob controle através de fiscalização adequada. A implantação de faixas exclusivas à direita requer como medida prévia a proibição de estacionamento nesta faixa, para que a mesma seja dedicada exclusivamente aos ônibus.

Vias que receberão faixas exclusivas (informação completa dos trechos contemplados estará disponível no site do Programa de Metas):

Av. Jabaquara / Av. Eng. Armando de Arruda Av. Luís Dumont Vilares Pereira
R. Cesário Galeno / R. Honório Maia
R. Gonçalo Nunes / R. Rodrigues Velho
Av. Raimundo Pereira de Magalhães
Av. Casa Verde / R. D. Amaral Mousinho
Av. Auro Soares de Moura Andrade
Av. Antártica / Av. Sumaré / Av. Paulo VI
Av. das Nações Unidas R. Silva Bueno
Av. Magalhães de Castro / Av. Mj. Sílvio de Magalhães Padilha (Marginal Pinheiros)
Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê)
Av. Elísio Teixeira Leite Rótula Central
R. Alfredo Pujol
R. Nossa Senhora da Lapa / R. Monteiro de Melo
R. Tomazzo Ferrara
R. John Harrisson / R. Gago Coutinho
Av. Itaberaba
Av. Imirim
Av. Zaki Narchi
Av. Eng. Caetano Alvares
R. Sumidouro
R. Bom Pastor / R. Antonio Marcondes / Av. Nazaré
Av. Amador Bueno da Veiga
Av. Brigadeiro Luís Antonio
Av. Águia de Haia
R. Rodovalho Júnior
Av. Nova Cantareira
Av. Conselheiro Carrão
Viaduto Conselheiro Carrão
R. Antonio de Barros
R. Domingos Calheiros
Av. Regente Feijó
Av. Tucuruvi
R. Cel. Sezefredo Fagundes
R. Monte D´Ouro
R. Luis Gama / R. Silveira da Mota / R. Otto de Alencar / R. Barão de Iguape
R. Francisco Alves / R. Jeroaquara / R. Trajano
R. Duarte de Azevedo
Av. Conselheiro Rodrigues Alves
Viad. Domingos de Morais
R. Loefgreen
R. Baltazar Carrasco
Av. Água Fria
Av. Nordestina
R. Dr. João Ribeiro
R. Monte Pascal
R. Brig. Gavião Peixoto
R. Faustolo
R. João XXIII
R. Padre Benedito de Carvalho
R. Ver. Cid Galvão
R. Cel. Rodovalho Av. Dr. Eduardo Cotching
Av. Corifeu de Azevedo Marques
Av. Morvan Dias de Figueiredo (Marginal Tietê)
Av. Pedro Alvares Cabral / Av. Ibirapuera
R. Maria Cândida / R. Olavo Egídio
R. do Lavapés
R. da Independência
Av. D. Pedro I
Av. Cangaíba
Av. Penha de França
R. Clímaco Barbosa
R. Comendador Cantinho
R. João Teodoro
Av. Eng. George Corbisier
R. Ibitirama / R. e Viad. Cap.
Pacheco e Chaves / R. do
Av. Sapopemba
R. Heitor Penteado / Dr. Arnaldo / Av. Paulista / Av. Bernardino de Campos
Av. Indianópolis

Eixo Norte-Sul (Av. Santos Dumont / Av. Tiradentes / Av. 23 de Maio / Av. Rubem Berta / Av. Moreira Guimarães / Washington Luiz / Interlagos/ Jangadeiro / Teotônio Vilela)","Faixa exclusiva de ônibus à direita: Faixa de trânsito reservada ao tráfego exclusivo de ônibus em tempo integral ou em horários pré-determinados.",,,,,,,
97,"Implantar uma rede de 400 km de vias cicláveis",2,2,16,"400 km de infraestrutura cicloviária de circulação (ciclovias, ciclofaixas, ciclorrotas, calçadas compartilhadas)",70000000,"52,5 km de ciclorrotas no Bike Sampa, 56,7 km de vias cicláveis no Plano Cicloviário","140,8 km de Vias Cicláveis na Expansão do Plano Cicloviário, 150 km de ciclovias junto aos novos corredores de ônibus","A meta inclui a instalação de estacionamentos para bicicletas e a implantação de um sistema de compartilhamento que será gerenciado pelo Bilhete Único.
Projetos de vias cicláveis a serem implantados:
Plano Cicloviário SMT/CET Setor Norte - 18,43 km de Infraestrutura Cicloviária, sendo 4,52 km de Ciclovia; 7,36 km de Ciclofaixa; 5,03 km de tráfego
Compartilhado e 1,52 km de Rota de Bicicleta.
Plano Cicloviário SMT/CET Setor Sul - 12,14 km de Infraestrutura Cicloviária, sendo 6,70 km de Ciclovia; 0,76 km de Ciclofaixa; 3,90 km de Tráfego
Compartilhado e 0,78 km de Rota de Bicicleta.
Plano Cicloviário SMT/CET Setor Leste - 26,27 km de Infraestrutua Cicloviária, sendo 7,51 km de Ciclovia; 13,46 km de Ciclofaixa; 2,18 km de tráfego
Compartilhado e 3,12 km de Rota de Bicicleta.
Expansão do Plano Cicloviário SMT/CET Setor Norte - 46,00 km de Infraestrutura cicloviária.
Expansão do Plano cicloviário SMT/CET Setor Sul- 11,00 km de Infraestrutura Cicloviária.
Expansão do Plano cicloviário SMT/CET Setor Leste - 63,00 km de Infraestrutura Cicloviária.
Projeto Bike Sampa - Ciclorrotas compartilhadas
Ciclovias nos corredores de ônibus (custos das ciclovias nos corredores estão imbutidos nos custos do projeto de corredor e não contribuem para o
valor definido no campo ""Custo Total da Meta"")","Rota de Bicicleta ou Ciclorrota: Ruas já utilizadas por ciclistas que circulam nos bordos da via junto com o tráfego geral e que recebem sinalização vertical e horizontal especifica (placas e pintura de solo) alertando os motoristas sobre a presença e a prioridade a ser dada ao tráfego ciclístico, além da adoção da velocidade veicular em 30 km/h..
Ciclovia: Pista para uso exclusivo para circulação de bicicletas, segregada fisicamente do restante da via, dotada de sinalização vertical
e horizontal especifica (placas e pintura de solo). Pode estar situada na calçada, no canteiro central de uma via ou na própria pista onde circula o tráfego geral.
Ciclofaixa: Faixa para uso exclusivo para circulação de bicicletas sem segregação física em relação ao restante da via e caracterizada por sinalização vertical e horizontal especifica (placas e pintura de solo). Normalmente situa-se nos bordos da pista por onde circula o tráfego geral, mas pode também situar-se na calçada e no canteiro central.
Calçada Compartilhada: Calçadas onde é autorizada a circulação montada de bicicletas e que recebem sinalização vertical (placas) regulamentando esta situação.",,,,,,,
98,"Modernizar a rede semafórica",1,2,16,"Projeto DNA Semafórico: É composto pelo Cadastro Semafórico, Programa Olho no Semáforo e Indicador de Qualidade Semafórica Realização e tem como finalidade o diagnóstico da situação atual dos semáforos na cidade, com participação ativa da população para identificação e tratamento dos problemas,  Recuperação de 4.800 intersecções do Sistema de Sinalização Semafórica",274192935.38,"Projeto DNA Semafórico implantado, 3.654 Intersecções Semafóricas modernizadas","1.146 Intersecções Semafóricas modernizadas","Orientar a ampliação da rede de semáforos operando em tempo real ao longo dos principais corredores de transporte e trânsito do município","Automação Semafórica: programação semafórica dos cruzamentos conectada ao sistema de controle centralizado operando em tempo real.",,,,,,,
99,"Projetar, licitar, licenciar e garantir a fonte de financiamento para a execução do Plano Viário Sul",6,2,16,"Melhoramento e duplicação de 7,5km da R. Agamenon e Estrada da Baronesa com implantação de corredor de ônibus, Prolongamento e duplicação de 5,5 km da Estrada do M'Boi Mirim com implantação de corredor de ônibus,  Duplicação de 1,2km da Estrada da Cachoeirinha com implantação de corredor de ônibus, Prolongamento de 3,3km da Av. Carlos Caldeira Filho com implantação de corredor de ônibus e canalização do córrego Água dos Brancos, Melhoramentos e duplicação de 3,1km da Av. Dona Belmira Marin com implantação de corredor de ônibus, Melhoramento e alargamento de 4,9km da Estrada de Itapecerica, Duplicação de 6,3km da Estrada do Alvarenga, Melhoramento e duplicação de 5,7km da Av. Guarapiranga/ Estrada Guavirituba com implantação de corredor de ônibus.",1743000000,"30% das obras","70% das obras","Além dos melhoramentos viários, o custo e a descrição da meta inclui a implantação de 25km de corredores de ônibus que devem ser contabilizados como entrega para os 150km de corredores de ônibus. O total das intervenções de melhoramento, duplicação, prolongamento ou implantação de corredor é de 36,3km.","Plano Viário Sul: Plano de obras viárias localizadas na região do extremo sul da cidade de São Paulo.",,,,,,,
100,"Concluir as obras do complexo Nova Radial",2,2,16,"Obras Viárias Complementares ao Prolongamento da Radial Leste - 2ª Etapa (Subprefeituras Guaianases, Itaquera, Penha e São Miguel): conjunto de intervenções para acesso e apoio ao novo trecho da Radial Leste.",309999000,,"Nova Radial finalizada",,,,,,,,,
101,"Projetar, licitar, licenciar, garantir a fonte de financiamento e construir a ponte Raimundo Pereira de Magalhães",2,2,16,"Ponte Raimundo Pereira Magalhães construída.",220000000,,"Ponte construída","A Ponte da Avenida Raimundo Pereira de Magalhães será construída sobre o rio Tietê reestabelece a ligação entre a parte norte da avenida com o bairro da Lapa e a Avenida Marginal do Tietê, numa extensão de cerca de 200 metros, além de viário complementar.",,,,,,,,
102,"Ampliar o Programa de Proteção ao Pedestre atingindo 18 novas grandes avenidas e 14 locais de intensa circulação de pedestres",6,2,16,"Programa Proteção ao Pedestre, com ações educativas, de engenharia e de fiscalização.",12000000,"22 novos locais atendidos","10 novos locais atendidos","Reduzir em 10% / ano o número de acidentes de trânsito com pedestres, ampliando o programa de proteção ao pedestre para toda a cidade, enfatizando corredores de ônibus periféricos, subcentros comerciais e pólos geradores de pedestres (regiões com alto índice de atropelamentos) com a implementação de ações de educação, engenharia e fiscalização.
Locais a serem atendidos:
Grandes Avenidas
Av. S. João
R. Vergueiro
Av. 9 de Julho/Sto Amaro
Consolação/Rebouças/Fco Morato
Av. Inajar de Sousa/Rio Branco
Edgar Facó/Lapa/Centro
Paes de Barros
Av Ragueb Chohfi
Av. S. Miguel
Av. Sapopemba
Av. Marechal Tito
Av. Matteo Bei/ Cons Carrão
Av. Teotônio Vilela,
Av. Guarapiranga
Estrada M' Boi Mirim
Av. Cupecê
Estrada Itapecerica
Av. Ibirapuera/Ver.José Diniz

Locais de intensa circulação de pedestres
Centro Antigo
Brás
Bela Vista
Santana
V. Maria
USP
Lapa
Pinheiros
Penha
Sapopemba
Itaquera
São Miguel
Lgo. 13 de Maio
Itaim Bibi","Programa de Proteção ao Pedestre: programa cujo objetivo é criar a cultura de respeito ao pedestre, resgatando os valores de proteção ao pedestre, de maneira a ampliar a segurança destes e reduzir os índices de acidentalidade por atropelamentos",,,,,,,
103,"Projetar, licitar, licenciar, garantir a fonte de financiamento e construir a alça de acesso à Marginal da Ponte do Aricanduva",2,2,16,"Alça construída",10000000,,"Alça construída","A alça permitirá o acesso à Marginal Tietê evitando a entrada no bairro da Penha.",,,,,,,,
104,"Intervir em 79 pontos de alagamentos por meio do Programa de Redução de Alagamentos %u2013 PRA",2,2,17,"Intervenções em 79 pontos de alagamentos realizadas",133000000,"79 pontos",,"O Programa compreende a execução de serviços para redução dos pontos de alagamento e margens de córrego com situação crítica quanto à interdição de tráfego e erosão ou solapamento. Os locais de execução dos serviços foram definidos e priorizados em estudos realizados pela SIURB, SMSP, Subprefeituras e CET. O programa está organizado em lotes regionais que reúnem intervenções em ruas / logradouros por subprefeitura: Lote I - Sul (Capela do Socorro, Ipiranga, Jabaquara, Santo Amaro); Lote II - Oeste/Centro/ Sudeste (Móoca, Lapa, Sé, Pinheiros); Lote III - Norte/ Noroeste (Casa Verde, Freguesia do Ó, Jaçanã/Tremembé, Vila Maria/Vila Guilherme, Pirituba, Santana); Lote IV - Leste (Ermelino Matarazzo, Itaquera, Itaim Paulista, São Miguel); Lote IV - Leste (Ermelino Matarazzo, Itaquera, Itaim Paulista, São Miguel).","Programa de Redução de Alagamentos – PRA: prevê minimizar alagamentos em vários pontos da cidade, em função de insuficiências do sistema existente de drenagem ou de margens de córregos com solapamentos. As obras e serviços previstos no PRA são pontuais e de rápida implantação, servindo como complemento aos macro-programas de drenagem da cidade.",,,,,,,
